Name,Product_URL,Colors,Size,Image Url
Casual Puff Sleeves Embellished Women White Top,https://www.flipkart.com/fashion2wear-casual-embellished-women-white-top/p/itmb3e0c2d94b1f3?pid=TOPGS36XC9DEMWRQ&lid=LSTTOPGS36XC9DEMWRQMFB1CA&marketplace=FLIPKART&q=tops+for+women+wear&store=clo%2Fash%2Fohw%2F36j&srno=s_3_97&otracker=AS_QueryStore_OrganicAutoSuggest_1_10_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_10_na_na_na&fm=organic&iid=en_XZIdjelmL6f6f91Do7FvSNxJCS9y91JG4KM9ixDGk18_7wnIavM4keAvxPeUBd1M0Ne-xXIxEOCC0OQuKO9R3w%3D%3D&ppt=None&ppn=None&ssid=m6m3d91k2o0000001692719428322&qH=26c2838b3aeb0a75,"['Black', 'Peach', 'White']","['S', 'M', 'L', 'XL']","['https://rukminim2.flixcart.com/image/128/128/xif0q/top/z/e/x/l-trendy-tops-for-women-ls-parywear-lovespreadin-original-imagqhfta6spavqy.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/xif0q/top/a/k/n/l-trendy-tops-for-women-ls-parywear-lovespreadin-original-imagqhftaqyhrp9t.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/xif0q/top/j/k/r/l-trendy-tops-for-women-ls-parywear-lovespreadin-original-imagqhfteky73hey.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/xif0q/top/n/o/g/l-644-white-ezstall-original-imagru9anwyhv3zd.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/xif0q/top/x/0/h/l-trendy-tops-for-women-ls-parywear-lovespreadin-original-imagqhftxencghbz.jpeg?q=70']"
Casual Sleeveless Solid Women Purple Top,https://www.flipkart.com/q-rious-casual-solid-women-purple-top/p/itm166ac31097e56?pid=TOPGGBZ4XSQQYHJR&lid=LSTTOPGGBZ4XSQQYHJRY52PNI&marketplace=FLIPKART&q=tops+for+women+wear&store=clo%2Fash%2Fohw%2F36j&srno=s_3_98&otracker=AS_QueryStore_OrganicAutoSuggest_1_10_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_10_na_na_na&fm=organic&iid=en_XZIdjelmL6f6f91Do7FvSNxJCS9y91JG4KM9ixDGk1-bvl4-jNDOr1mGWX9jk4BTNdw6cJ1Ur58ACb0fEclPtw%3D%3D&ppt=None&ppn=None&ssid=m6m3d91k2o0000001692719428322&qH=26c2838b3aeb0a75,"['Black', 'Coffee', 'Coral', 'Lavender', 'Maroon', 'Pista']","['XS', 'S', 'M', 'L', 'XL', 'XXL']","['https://rukminim2.flixcart.com/image/128/128/xif0q/top/i/n/v/xs-stop2-lavender-q-rious-original-imagjmz6nkyaf4uw.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/xif0q/top/n/0/6/l-stop2-lavender-q-rious-original-imagjmz6nntjbzaz.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/xif0q/top/b/w/7/xs-stop2-lavender-q-rious-original-imagjmz6hsye2xfu.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/xif0q/top/1/y/9/xs-stop2-lavender-q-rious-original-imagjmz64sgrdset.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/xif0q/top/9/j/u/xs-stop2-lavender-q-rious-original-imagjmz68rnh8cvd.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/xif0q/top/7/g/2/xs-stop2-lavender-q-rious-original-imagjmz6eqhdeumw.jpeg?q=70']"
Casual Roll Up Sleeves Solid Women Maroon Top,https://www.flipkart.com/harpa-casual-roll-up-sleeve-solid-women-maroon-top/p/itmfgwnfgpctufbq?pid=TOPFGWEHGP2RYHG3&lid=LSTTOPFGWEHGP2RYHG3HRGW4D&marketplace=FLIPKART&q=tops+for+women+wear&store=clo%2Fash%2Fohw%2F36j&srno=s_3_99&otracker=AS_QueryStore_OrganicAutoSuggest_1_10_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_10_na_na_na&fm=organic&iid=c83dcac2-7aeb-41e9-82c6-8bb0c22eb5fa.TOPFGWEHGP2RYHG3.SEARCH&ppt=None&ppn=None&ssid=m6m3d91k2o0000001692719428322&qH=26c2838b3aeb0a75,"['Maroon', 'Pink', 'Yellow']","['S', 'M', 'L', 'XL']","['https://rukminim2.flixcart.com/image/128/128/xif0q/top/b/j/j/l-gr5693-maroon-harpa-original-imafgwn3qytjrjgn-bb.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/xif0q/top/b/j/j/l-gr5693-maroon-harpa-original-imafgwn3qytjrjgn-bb.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/kflftzk0/top/b/j/j/l-gr5693-maroon-harpa-original-imafwyuxkvhhupwb.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/kflftzk0/top/b/j/j/l-gr5693-maroon-harpa-original-imafwyzappgmdamu.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/jw6pifk0/top/b/j/j/l-gr5693-maroon-harpa-original-imafgwn3pgvgpbht.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/jw6pifk0/top/b/j/j/s-gr5693-maroon-harpa-original-imafgwn3vzbtywcj.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/jw6pifk0/top/b/j/j/s-gr5693-maroon-harpa-original-imafgwn3ppzhqvhu.jpeg?q=70']"
Party Layered Embellished Women Blue Top,https://www.flipkart.com/dl-fashion-party-embellished-women-blue-top/p/itmfe08914ea35a5?pid=TOPG4CFJGPG2FAQF&lid=LSTTOPG4CFJGPG2FAQFFSJDRB&marketplace=FLIPKART&q=tops+for+women+wear&store=clo%2Fash%2Fohw%2F36j&srno=s_3_100&otracker=AS_QueryStore_OrganicAutoSuggest_1_10_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_10_na_na_na&fm=organic&iid=c83dcac2-7aeb-41e9-82c6-8bb0c22eb5fa.TOPG4CFJGPG2FAQF.SEARCH&ppt=None&ppn=None&ssid=m6m3d91k2o0000001692719428322&qH=26c2838b3aeb0a75,"['BLUE', 'Green', 'MAROON', 'Pink', 'Rani', 'Red']","['XS', 'S', 'M', 'L', 'XL', 'XXL']","['https://rukminim2.flixcart.com/image/128/128/xif0q/top/t/9/6/l-00142-ct-dl-fashion-original-imag4cfggagzym55-bb.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/kqb8pzk0/top/n/k/a/l-00142-ct-dl-fashion-original-imag4cfg3jzpwhyg.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/kqb8pzk0/top/q/y/o/l-00142-ct-dl-fashion-original-imag4cfgjyphnqaz.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/kqb8pzk0/top/a/i/l/l-00142-ct-dl-fashion-original-imag4cfghewzd3st.jpeg?q=70']"
Party Bell Sleeves Printed Women Multicolor Top,https://www.flipkart.com/fashion2wear-party-printed-women-multicolor-top/p/itm617504c1993cc?pid=TOPGS57WGD666CCB&lid=LSTTOPGS57WGD666CCBUZF4Z6&marketplace=FLIPKART&q=tops+for+women+wear&store=clo%2Fash%2Fohw%2F36j&srno=s_3_101&otracker=AS_QueryStore_OrganicAutoSuggest_1_10_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_10_na_na_na&fm=organic&iid=en_XZIdjelmL6f6f91Do7FvSNxJCS9y91JG4KM9ixDGk180VDQKcZKhv7n-GZt2RD53GT7lxv5jkvdmjkdyS30EjA%3D%3D&ppt=None&ppn=None&ssid=m6m3d91k2o0000001692719428322&qH=26c2838b3aeb0a75,"['Grey', 'Multicolor']","['XS', 'S', 'M', 'L', 'XL']","['https://rukminim2.flixcart.com/image/128/128/xif0q/top/p/t/l/s-sumbul-fashion2wear-original-imags57gbfxnkddw.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/xif0q/top/o/b/x/s-sumbul-fashion2wear-original-imags57gg6qmdeuh.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/xif0q/top/w/x/u/s-sumbul-fashion2wear-original-imags57ggxwukuce.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/xif0q/top/9/3/y/s-sumbul-fashion2wear-original-imags57g2jbfveye.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/xif0q/top/f/v/2/s-sumbul-fashion2wear-original-imags57gy4kv5bdh.jpeg?q=70']"
Casual Sleeveless Solid Women Black Top,https://www.flipkart.com/q-rious-casual-solid-women-black-top/p/itmb96864fe20025?pid=TOPG8QN52HUREVEB&lid=LSTTOPG8QN52HUREVEBHXVITU&marketplace=FLIPKART&q=tops+for+women+wear&store=clo%2Fash%2Fohw%2F36j&srno=s_3_102&otracker=AS_QueryStore_OrganicAutoSuggest_1_10_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_10_na_na_na&fm=organic&iid=en_XZIdjelmL6f6f91Do7FvSNxJCS9y91JG4KM9ixDGk1_smc-4XaWv3jRj_TCiqLimMpfCbr9IivyqxveN064ZSg%3D%3D&ppt=None&ppn=None&ssid=m6m3d91k2o0000001692719428322&qH=26c2838b3aeb0a75,"['Black', 'Coffee', 'Coral', 'Lavender', 'Maroon', 'Pista']","['XS', 'S', 'M', 'L', 'XL', 'XXL']","['https://rukminim2.flixcart.com/image/128/128/xif0q/top/2/g/d/xs-stop2-black-q-rious-original-imagjmvwtydym5bk.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/xif0q/top/i/x/n/xs-stop2-black-q-rious-original-imagjmvw63mncccz.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/xif0q/top/8/q/d/xs-stop2-black-q-rious-original-imagjmvwn7pwbszn.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/xif0q/top/4/v/9/xs-stop2-black-q-rious-original-imagjmvwhxzrthyq.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/xif0q/top/n/m/t/xs-stop2-black-q-rious-original-imagjmvwg7tauzge.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/xif0q/top/t/f/2/xs-stop2-black-q-rious-original-imagjmvwj9cz84f5.jpeg?q=70']"
"Casual Regular Sleeves Printed Women Green, White Top",https://www.flipkart.com/shae-sassafras-casual-regular-sleeve-printed-women-green-white-top/p/itm1492bc8a51c0b?pid=TOPFQY48HBYTATXE&lid=LSTTOPFQY48HBYTATXEOG42UW&marketplace=FLIPKART&q=tops+for+women+wear&store=clo%2Fash%2Fohw%2F36j&srno=s_3_103&otracker=AS_QueryStore_OrganicAutoSuggest_1_10_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_10_na_na_na&fm=organic&iid=c83dcac2-7aeb-41e9-82c6-8bb0c22eb5fa.TOPFQY48HBYTATXE.SEARCH&ppt=None&ppn=None&ssid=m6m3d91k2o0000001692719428322&qH=26c2838b3aeb0a75,[],"['XS', 'S', 'M', 'L', 'XL', 'XXL']","['https://rukminim2.flixcart.com/image/128/128/k7usyvk0/top/f/j/x/xs-shtop40016-shae-by-sassafras-original-imafqy9jq4tcdxkz.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/k7usyvk0/top/f/j/x/xl-shtop40016-shae-by-sassafras-original-imafqy9jyhun3egb.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/k7usyvk0/top/f/j/x/xxl-shtop40016-shae-by-sassafras-original-imafqy9jpgnmayuc.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/k7usyvk0/top/f/j/x/m-shtop40016-shae-by-sassafras-original-imafqy9jgzfgnrrb.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/k7usyvk0/top/f/j/x/m-shtop40016-shae-by-sassafras-original-imafqy9j5rhghvy4.jpeg?q=70']"
Casual Regular Sleeves Solid Women Maroon Top,https://www.flipkart.com/harpa-casual-solid-women-maroon-top/p/itm9237a2d037542?pid=TOPGBWNH989T3FZF&lid=LSTTOPGBWNH989T3FZFSSVNQX&marketplace=FLIPKART&q=tops+for+women+wear&store=clo%2Fash%2Fohw%2F36j&srno=s_3_104&otracker=AS_QueryStore_OrganicAutoSuggest_1_10_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_10_na_na_na&fm=organic&iid=c83dcac2-7aeb-41e9-82c6-8bb0c22eb5fa.TOPGBWNH989T3FZF.SEARCH&ppt=None&ppn=None&ssid=m6m3d91k2o0000001692719428322&qH=26c2838b3aeb0a75,"['Black', 'Maroon', 'Pink', 'White']","['XS', 'S', 'M', 'L', 'XL']","['https://rukminim2.flixcart.com/image/128/128/l01blow0/top/9/k/d/s-gr6320-wine-harpa-original-imagbwnh2pythntt.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/l01blow0/top/b/k/e/s-gr6320-wine-harpa-original-imagbwnhbxqku5hh.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/l01blow0/top/4/z/i/s-gr6320-wine-harpa-original-imagbwnhbtrkrrhe.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/l01blow0/top/c/2/n/s-gr6320-wine-harpa-original-imagbwnheuchnnx2.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/l01blow0/top/d/d/w/s-gr6320-wine-harpa-original-imagbwnhzaazyzxg.jpeg?q=70']"
Casual Puff Sleeves Solid Women Black Top,https://www.flipkart.com/harpa-casual-solid-women-black-top/p/itmc624a9272e065?pid=TOPGBWNHHP85YMYT&lid=LSTTOPGBWNHHP85YMYTPIOJQE&marketplace=FLIPKART&q=tops+for+women+wear&store=clo%2Fash%2Fohw%2F36j&srno=s_3_105&otracker=AS_QueryStore_OrganicAutoSuggest_1_10_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_10_na_na_na&fm=organic&iid=c83dcac2-7aeb-41e9-82c6-8bb0c22eb5fa.TOPGBWNHHP85YMYT.SEARCH&ppt=None&ppn=None&ssid=m6m3d91k2o0000001692719428322&qH=26c2838b3aeb0a75,"['Black', 'Maroon', 'Mustard', 'Olive', 'Pink', 'White']","['XS', 'S', 'M', 'L', 'XL']","['https://rukminim2.flixcart.com/image/128/128/l01blow0/top/j/v/v/s-gr6245-black-harpa-original-imagbwnhxqas3pev.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/l01blow0/top/o/8/w/s-gr6245-black-harpa-original-imagbwnhfdu6gjgr.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/l01blow0/top/g/x/g/s-gr6245-black-harpa-original-imagbwnhjqzcqfva.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/l01blow0/top/e/3/x/s-gr6245-black-harpa-original-imagbwnh2azvj2c4.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/l01blow0/top/8/l/6/s-gr6245-black-harpa-original-imagbwnhzfyhat8k.jpeg?q=70']"
Casual Regular Sleeves Printed Women Multicolor Top,https://www.flipkart.com/krishi-fab-casual-printed-women-multicolor-top/p/itm92898f5e94666?pid=TOPGCZRFNAASKGHM&lid=LSTTOPGCZRFNAASKGHMFGCQB5&marketplace=FLIPKART&q=tops+for+women+wear&store=clo%2Fash%2Fohw%2F36j&srno=s_3_106&otracker=AS_QueryStore_OrganicAutoSuggest_1_10_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_10_na_na_na&fm=organic&iid=c83dcac2-7aeb-41e9-82c6-8bb0c22eb5fa.TOPGCZRFNAASKGHM.SEARCH&ppt=None&ppn=None&ssid=m6m3d91k2o0000001692719428322&qH=26c2838b3aeb0a75,"['BLACK', 'GREY', 'MAROON', 'MULTICOLOR', 'PEACH']","['XS', 'S', 'M', 'L', 'XL', 'XXL', '3XL']","['https://rukminim2.flixcart.com/image/128/128/l111lzk0/top/i/h/8/l-reyon-kediyu-01-krishi-fab-original-imagczm7fgvntynb.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/l111lzk0/top/e/o/9/l-reyon-kediyu-01-krishi-fab-original-imagczm7affgmp2k.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/l111lzk0/top/7/d/c/l-reyon-kediyu-01-krishi-fab-original-imagczm774uzaqhr.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/l111lzk0/top/6/s/p/l-reyon-kediyu-01-krishi-fab-original-imagczm7nqsrvwhy.jpeg?q=70']"
Casual Sleeveless Striped Women Maroon Top,https://www.flipkart.com/denim-art-fashions-casual-striped-women-maroon-top/p/itmdaa16bae5f72f?pid=TOPGPN8J5C4NHYZP&lid=LSTTOPGPN8J5C4NHYZPNLIXQB&marketplace=FLIPKART&q=tops+for+women+wear&store=clo%2Fash%2Fohw%2F36j&srno=s_3_107&otracker=AS_QueryStore_OrganicAutoSuggest_1_10_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_10_na_na_na&fm=organic&iid=en_XZIdjelmL6f6f91Do7FvSNxJCS9y91JG4KM9ixDGk1-XL9B9OAPwVl-Ugt3eJclRLyNt6EOih09JCARUhyQ0Tw%3D%3D&ppt=None&ppn=None&ssid=m6m3d91k2o0000001692719428322&qH=26c2838b3aeb0a75,"['Dark Blue', 'Light Green', 'Maroon', 'Multicolor', 'Pink', 'Purple']","['S', 'M', 'L', 'XL']","['https://rukminim2.flixcart.com/image/128/128/xif0q/top/x/f/b/s-swg-ldt-049-swaggerjns-original-imagpn5x76guxqcn.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/xif0q/top/q/i/o/s-swg-ldt-049-swaggerjns-original-imagpn5x6hf8eabm.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/xif0q/top/m/7/i/s-swg-ldt-049-swaggerjns-original-imagpn5xthhrpyhh.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/xif0q/top/x/s/x/s-swg-ldt-049-swaggerjns-original-imagpn5xz5s8yhkf.jpeg?q=70']"
Casual Roll Up Sleeves Striped Women Blue Top,https://www.flipkart.com/ap2kurti-casual-striped-women-blue-top/p/itm040dfde681d42?pid=TOPG9NFYRFUMKU2C&lid=LSTTOPG9NFYRFUMKU2CIP4B6K&marketplace=FLIPKART&q=tops+for+women+wear&store=clo%2Fash%2Fohw%2F36j&srno=s_3_108&otracker=AS_QueryStore_OrganicAutoSuggest_1_10_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_10_na_na_na&fm=organic&iid=en_XZIdjelmL6f6f91Do7FvSNxJCS9y91JG4KM9ixDGk1-OGFXJza5K640ywJSpqfEYqHaKzKkybMzbpDItCnLRUA%3D%3D&ppt=None&ppn=None&ssid=m6m3d91k2o0000001692719428322&qH=26c2838b3aeb0a75,"['Blue', 'Grey', 'Light Browen', 'Lime Green', 'PEECH', 'Pink']","['S', 'M', 'L', 'XL', 'XXL']","['https://rukminim2.flixcart.com/image/128/128/kx3l0nk0/top/c/b/l/s-tc15-ap2kurti-original-imag9nfyrrzxtsw3.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/kx3l0nk0/top/c/h/s/s-tc15-ap2kurti-original-imag9nfyydkqwfnr.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/kx3l0nk0/top/e/l/s/s-tc15-ap2kurti-original-imag9nfyq9mffumq.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/kx3l0nk0/top/t/k/a/s-tc15-ap2kurti-original-imag9nfyzwrbfdv7.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/kx3l0nk0/top/9/z/c/s-tc15-ap2kurti-original-imag9nfywypctjbd.jpeg?q=70']"
Casual Regular Sleeves Printed Women Pink Top,https://www.flipkart.com/vebnor-casual-printed-women-pink-top/p/itm9c51f750c14b5?pid=TOPGGSHVHPKYNTCD&lid=LSTTOPGGSHVHPKYNTCDKDQS8C&marketplace=FLIPKART&q=tops+for+women+wear&store=clo%2Fash%2Fohw%2F36j&srno=s_3_109&otracker=AS_QueryStore_OrganicAutoSuggest_1_10_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_10_na_na_na&fm=organic&iid=c83dcac2-7aeb-41e9-82c6-8bb0c22eb5fa.TOPGGSHVHPKYNTCD.SEARCH&ppt=None&ppn=None&ssid=m6m3d91k2o0000001692719428322&qH=26c2838b3aeb0a75,"['Coral Pink', 'Dark Purple', 'Teal Blue']","['S', 'M', 'L', 'XL', 'XXL']","['https://rukminim2.flixcart.com/image/128/128/xif0q/top/w/c/p/m-top525-vebnor-original-imagp3h2yqaqfbgy.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/xif0q/top/p/a/y/m-top525-vebnor-original-imagp3h2sem2sjhb.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/xif0q/top/x/m/j/m-top525-vebnor-original-imagp3h2xgjfkx9y.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/xif0q/top/x/q/6/m-top525-vebnor-original-imagp3h2tmmxaeyz.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/xif0q/top/v/v/e/m-top525-vebnor-original-imagp3h2upbcsqcj.jpeg?q=70']"
Casual Bishop Sleeve Printed Women Multicolor Top,https://www.flipkart.com/sheetal-associates-casual-printed-women-multicolor-top/p/itm3e42c033d1ea2?pid=TOPGQGCB5HFUYKYU&lid=LSTTOPGQGCB5HFUYKYUOMRW6F&marketplace=FLIPKART&q=tops+for+women+wear&store=clo%2Fash%2Fohw%2F36j&srno=s_3_110&otracker=AS_QueryStore_OrganicAutoSuggest_1_10_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_10_na_na_na&fm=organic&iid=c83dcac2-7aeb-41e9-82c6-8bb0c22eb5fa.TOPGQGCB5HFUYKYU.SEARCH&ppt=None&ppn=None&ssid=m6m3d91k2o0000001692719428322&qH=26c2838b3aeb0a75,[],"['XS', 'S', 'M', 'L', 'XL', 'XXL']","['https://rukminim2.flixcart.com/image/128/128/xif0q/top/3/a/m/xs-5076-sheetal-associates-original-imagqgcbaytnzdwd.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/xif0q/top/x/o/k/xs-5076-sheetal-associates-original-imagqgcbz8uhz3t5.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/xif0q/top/n/2/e/xs-5076-sheetal-associates-original-imagqgcbe3uzffra.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/xif0q/top/f/4/5/xs-5076-sheetal-associates-original-imagqgcbqhmysqu3.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/xif0q/top/m/s/c/xs-5076-sheetal-associates-original-imagqgcbyy2jgdvq.jpeg?q=70']"
Casual Puff Sleeves Printed Women White Top,https://www.flipkart.com/uptownie-lite-casual-short-sleeve-printed-women-white-top/p/itm1f2733bf14264?pid=TOPG2SYTA2NWFHZN&lid=LSTTOPG2SYTA2NWFHZNUSPCY9&marketplace=FLIPKART&q=tops+for+women+wear&store=clo%2Fash%2Fohw%2F36j&srno=s_3_111&otracker=AS_QueryStore_OrganicAutoSuggest_1_10_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_10_na_na_na&fm=organic&iid=en_XZIdjelmL6f6f91Do7FvSNxJCS9y91JG4KM9ixDGk1_pXNyeJnytNWuojChpf4lJm63kivG417-QGENb2VOLpw%3D%3D&ppt=None&ppn=None&ssid=m6m3d91k2o0000001692719428322&qH=26c2838b3aeb0a75,"['Black', 'Black 4', 'Blue', 'Green', 'Light Blue', 'Navy Blue', 'Orange 3', 'Pink', 'Pink 2', 'Pink 4', 'Red', 'White', 'Yellow']","['XS', 'S', 'M', 'L', 'XL', 'XXL']","['https://rukminim2.flixcart.com/image/128/128/koad9jk0/top/1/i/0/xxl-ulss19tp09-37-166-uptownie-lite-original-imag2sytyfwt9nwj.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/koad9jk0/top/a/4/k/xxl-ulss19tp09-37-166-uptownie-lite-original-imag2sytfvanrfwv.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/koad9jk0/top/u/0/6/xxl-ulss19tp09-37-166-uptownie-lite-original-imag2sytmdrfwtmd.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/koad9jk0/top/l/u/l/xxl-ulss19tp09-37-166-uptownie-lite-original-imag2sytvgbjhdrx.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/koad9jk0/top/f/n/s/xxl-ulss19tp09-37-166-uptownie-lite-original-imag2sytdvmn5efp.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/koad9jk0/top/c/r/u/xxl-ulss19tp09-37-166-uptownie-lite-original-imag2syttg7afzsy.jpeg?q=70']"
Casual Regular Sleeves Solid Women Yellow Top,https://www.flipkart.com/fashion2wear-casual-solid-women-yellow-top/p/itm796abf92fe956?pid=TOPGS33FHUH88SKY&lid=LSTTOPGS33FHUH88SKYTZVWTK&marketplace=FLIPKART&q=tops+for+women+wear&store=clo%2Fash%2Fohw%2F36j&srno=s_3_112&otracker=AS_QueryStore_OrganicAutoSuggest_1_10_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_10_na_na_na&fm=organic&iid=en_XZIdjelmL6f6f91Do7FvSNxJCS9y91JG4KM9ixDGk19RKmTP1pzlh-RBTndiBgnZ8ZpFBiq0bzZssr4a8ey7ew%3D%3D&ppt=None&ppn=None&ssid=m6m3d91k2o0000001692719428322&qH=26c2838b3aeb0a75,"['Red', 'Yellow']","['S', 'M', 'L', 'XL']","['https://rukminim2.flixcart.com/image/128/128/xif0q/top/w/i/l/m-squarenecktopforwomenwestern-sdxx-lovespreadin-original-imagrwgqqda5h4qr.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/xif0q/top/o/x/v/m-squarenecktopforwomenwestern-sdxx-lovespreadin-original-imagrwgqcyvqshze.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/xif0q/top/g/w/w/m-squarenecktopforwomenwestern-sdxx-lovespreadin-original-imagrwgqgxc6zeay.jpeg?q=70']"
Casual Regular Sleeves Solid Women Black Top,https://www.flipkart.com/iuga-casual-solid-women-black-top/p/itmc3f73d9cf987e?pid=TOPGNPKDMA7NNWAH&lid=LSTTOPGNPKDMA7NNWAHXGNQPW&marketplace=FLIPKART&q=tops+for+women+wear&store=clo%2Fash%2Fohw%2F36j&srno=s_3_113&otracker=AS_QueryStore_OrganicAutoSuggest_1_10_na_na_na&otracker1=AS_QueryStore_OrganicAutoSuggest_1_10_na_na_na&fm=organic&iid=c83dcac2-7aeb-41e9-82c6-8bb0c22eb5fa.TOPGNPKDMA7NNWAH.SEARCH&ppt=None&ppn=None&ssid=m6m3d91k2o0000001692719428322&qH=26c2838b3aeb0a75,"['Black', 'Green', 'Light Blue', 'Maroon', 'White']","['S', 'M', 'L', 'XL']","['https://rukminim2.flixcart.com/image/128/128/xif0q/top/k/p/8/s-top-126-iuga-original-imagnpkdrscevfhg.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/xif0q/top/g/s/c/s-top-126-iuga-original-imagnpkdmyqggujh.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/xif0q/top/a/3/k/s-top-126-iuga-original-imagnpkdbasmgz66.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/xif0q/top/f/o/m/s-top-126-iuga-original-imagnpkdfsd93b8b.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/xif0q/top/d/o/n/s-top-126-iuga-original-imagnpkdh9yjyaff.jpeg?q=70', 'https://rukminim2.flixcart.com/image/128/128/xif0q/top/w/d/9/s-top-126-iuga-original-imagnpkd6hzkug3d.jpeg?q=70']"
